Date,AAPL,ABT,ADBE,AMGN,AMZN,BA,BKNG,BLK,BMY,CAT,COST,CRM,CSCO,CVX,DHR,DIS,FIS,GE,GILD,GOOGL,HON,IBM,INTC,JPM,KO,LIN,LMT,MCD,MDT,META,MMM,MRK,MSFT,NFLX,NKE,NVDA,ORCL,PEP,PFE,PYPL,QCOM,SAP,SBUX,SPGI,T,TSLA,TXN,UNH,V,WMT,ZTS
2009-07-08,575929200,19459983,10199100,50037100,170814000,8800400,1359400,709500,11094300,15867800,7496100,10574800.0,53554200,11905600,7041909,14542800,3390800.0,29145003,17053200,137510352.0,9840046,7720317,80897100,71784600,21321000,2753800,2177100,10771500,6425600,,7297394,22403515,73023400,7617400.0,10413600,1205860000,55776800,12094700,53358855,,16496200,1757600,26035400,4261600,45130394,,20795600,11864900,64080400.0,56639400,
2009-07-09,343025200,15427261,8078000,16209600,127190000,5432600,785800,454800,8672200,10181900,5697600,5000800.0,52949400,8580300,2871516,9779600,1499500.0,17022820,12122000,130892976.0,7207174,6436247,65658200,41655600,17427000,1737600,1457400,7793600,4275200,,3784383,28109980,46981200,12084100.0,8537600,714564000,31907000,7263600,64678499,,15676200,1910600,39542200,1795600,33712747,,18404900,8967800,26616400.0,45369600,
2009-07-10,445275600,13398499,6069800,8609500,119522000,5833500,600700,331100,10132100,10456100,3791400,3561200.0,46638100,16790000,6405414,11076000,2088500.0,14630363,12000800,116946936.0,6408533,7809331,51148600,51037400,15619200,2090700,1672100,6739400,5144300,,4678034,18809294,43229200,5254900.0,9436000,520008000,22410400,5945700,41038966,,10338700,1348400,20854000,1919400,28892460,,13790300,5621200,16654800.0,47913300,
2009-07-13,483501200,15447270,8030700,11954800,161004000,6549000,704800,524200,17145100,11100500,4686400,6672400.0,62374700,15929100,6686317,8433300,2229700.0,21233287,13291600,161666172.0,6258014,9931038,61791800,70454200,20608400,2024700,2176300,7057400,4142800,,4833754,16515222,67584000,29690500.0,12468800,556012000,26523000,8829400,55898468,,15653400,1050100,29789000,2481000,34067447,,15331300,5801600,30640000.0,48102900,
2009-07-14,347247600,16593372,8136800,8520600,90872000,5748500,764800,600100,10937700,10124900,3880600,4404800.0,46982000,12881000,3396720,10361500,1832900.0,14937556,11818600,115716168.0,5864463,5662521,95548700,52924000,15369200,1488100,1431100,6670400,4858000,,4231687,14570763,45448700,13967800.0,8017200,452568000,22065800,4569900,39340972,,11370300,1001500,25170800,1212800,35882783,,12566500,9708400,13291200.0,40399200,
2009-07-15,485587200,54042935,11216500,10237400,126780000,7867100,1166100,463200,13538700,18065800,7246300,5564400.0,87943200,13601500,4975310,12112800,3434700.0,19248014,16626400,150928920.0,6799882,9099259,186137900,84050100,20127200,2837400,2796000,11899500,6027100,,6007628,21509886,67238700,9424800.0,15544400,1022808000,32308800,7676100,45903703,,19696300,1301900,23519800,2146100,34004424,,15115000,12532300,36492400.0,56225100,
2009-07-16,393570800,26617341,9327800,12186900,107238000,5356800,1034300,359800,13185400,10224700,3903700,5177600.0,57779400,10292100,4400709,15463500,2172300.0,19291311,17973400,261917820.0,3522873,15687803,90052900,71465100,15817800,2777100,1369700,10080300,5041300,,4938284,13268938,64555100,8621900.0,13356000,952076000,24399500,6302300,39159578,,17450900,989300,15638400,2449000,40098532,,20689600,11892400,50086000.0,56589900,
2009-07-17,602154000,25745102,6301300,7929100,101032000,5691600,679100,308000,11946800,8814500,3293600,4442800.0,69173300,11911100,4367084,10516600,2016500.0,37749080,24741600,273889836.0,5856911,21117589,84212400,61742300,19808400,2113300,2513600,9767400,5230900,,5478517,11335273,52860100,8306200.0,13101200,850356000,21094800,6188100,56106317,,23154400,892300,17354200,1484500,34308415,,22853500,9050100,18075600.0,43236900,
2009-07-20,735526400,17642351,6790700,7191400,121132000,5535200,840200,545000,15657000,21979800,4881200,4948800.0,78883200,9632300,7541225,13801500,3033700.0,19700936,14780600,126013860.0,4749470,11173895,77865900,43554400,19104800,1943800,2415800,8093200,5662200,,4574580,11851098,47798000,9681000.0,10645600,782756000,28079300,7828900,58193343,,18371700,911500,21031800,1892300,31915152,,35335500,8006700,32220400.0,51321600,
2009-07-21,874781600,17015632,6274000,6782300,154572000,9161800,969200,859300,21160700,62789300,3911900,3793200.0,72575100,9759500,5768325,13081600,2517900.0,21118273,18786000,118609272.0,7420837,8683578,63780400,43509400,28738600,2058500,13750100,7748400,3577500,,6015880,27961059,52028400,9128700.0,11007200,941296000,36397100,6075100,58406988,,21631600,2292900,33588400,4402900,31964935,,32683200,12851000,17742800.0,51564300,
2009-07-22,874104000,21022926,5624400,5492900,106592000,12052300,848200,767200,20726000,16656500,3799300,5087200.0,52608700,9911400,6727976,8490700,1957400.0,16307965,25395400,103364532.0,3539761,9218816,141096200,40137700,28358800,1807200,5789000,9146200,6154900,,4977632,19869451,66192500,9833600.0,14300800,600908000,26150500,7498900,88129683,,25564800,1938900,152007800,3688700,40929209,,15158700,11307100,25328400.0,45115500,
2009-07-23,526962800,35071071,7242300,10015300,383242000,13617700,845700,1371100,23204200,19367900,6234200,6143200.0,62820700,11272000,16501842,17220100,5106700.0,21355000,22720600,138988872.0,6134977,8850624,151443300,56528800,26749000,2675600,3915800,34243500,7247400,,12891206,26678517,106060500,20060600.0,21532800,1046120000,33195600,8862400,61858206,,40704900,2685000,47789400,5311900,72863295,,18386800,9955300,19396000.0,79989000,
2009-07-24,438362400,19027511,5921400,6773900,384092000,5068000,577100,685500,12705500,17007900,4589700,7548800.0,40636200,8897100,9212061,8818000,1706200.0,12464180,12666000,144930924.0,6360598,6549006,51683400,35328600,16574000,1247500,4357800,12337100,4612300,,7329208,26308678,215135700,35719600.0,14730800,650592000,24623700,6741600,53749468,,13586600,993700,21014200,2196300,34049573,,15080100,7961000,13194800.0,39274200,
2009-07-27,433311200,13140058,5254100,10946800,225586000,5671700,573500,568700,12992300,14323100,2905100,4354000.0,31602000,7844300,5929903,9796800,1844800.0,16065833,11362800,100075824.0,8543802,5302383,42326100,30479300,16257600,1644100,2769600,7792100,6701900,,4973088,21026758,80950000,15504300.0,6276400,677484000,23778600,5825000,50004184,,15153300,824900,25772000,1867500,34756059,,15887400,7030300,14245200.0,42810600,
2009-07-28,363554800,15297832,7579900,18802100,175498000,7831200,747300,526500,11360400,16693600,3268900,6452000.0,40081700,10773100,4893479,10791500,2005100.0,22016542,15495400,101198700.0,5028271,6048913,60037100,29035900,16079600,1593600,2798000,8744700,6239200,,5255942,23627265,70288400,11682300.0,10552800,563180000,26375300,7151400,79445882,,15059600,2809000,17232600,2800000,32513998,,16723000,17732800,22644800.0,35418000,
2009-07-29,382158000,13059608,4935900,11811900,130058000,5078100,754300,327800,13095000,12387200,3579600,4247200.0,33623500,10749700,5127962,11834300,7676200.0,16700542,10812200,79400520.0,5190642,5335541,50331700,29931400,18125000,5341300,3575900,8002500,5331500,,5581014,16696736,73626900,8586900.0,21214800,373972000,21026500,5395800,64191867,,11081000,1840300,16921200,2755300,35851669,,24475400,17007300,22032400.0,49822500,
2009-07-30,469604800,20062526,5653500,9855700,145064000,8279800,1173300,466600,11853800,14918100,3295600,6530400.0,52880000,11541900,8234257,17084100,2738000.0,35274911,14443000,127816056.0,4837264,7116043,60640900,38531000,19436600,4070300,3836400,13845700,6361600,,5109073,24300290,67820000,10226300.0,20059600,468444000,28861800,6718600,51094020,,15013700,1918100,27780600,3091600,41579558,,21394700,13690200,57776000.0,52130700,
2009-07-31,422536800,20092747,4226300,6361100,117738000,6029200,1164000,276600,17007400,11731800,3384000,4262400.0,41668100,16302600,8176530,25054700,1875900.0,22805139,9645200,114301584.0,5152672,5574762,47557600,39085700,16822200,3382500,3200100,13519700,6641700,,5362984,16269362,54258200,7630000.0,21796800,541560000,24391100,6003000,45270143,,13433700,1638300,18871200,3082600,36250061,,14897300,8317500,33046800.0,43985700,
2009-08-03,394240000,21023551,4720700,7138400,133260000,6064800,1143000,411500,14304900,12258800,3582800,4036000.0,61219800,13222100,5448738,18161500,4501000.0,20663953,9856800,103508388.0,6356927,6389177,44330800,42957800,18436000,3128300,3236900,10607000,6489800,,6663275,16298286,46902900,8444100.0,13509600,471900000,24046200,6493600,53243653,,11902600,1476600,28981000,3279800,45264780,,14225400,12181300,30334400.0,45601500,
2009-08-04,395810800,21876198,4677500,11739200,123558000,5964600,829800,517500,10632800,25328500,3805600,5372400.0,55890100,9692400,4778916,10073700,3736400.0,23860406,17985800,95496408.0,4782406,5223201,46880800,43363800,17580200,2772600,4111000,11782200,6454700,,5734820,16077892,49218300,8518300.0,14842800,695380000,28735000,27850100,51641152,,13239600,1104500,29927800,3639600,26298744,,13172800,8508800,18686400.0,54801600,
2009-08-05,423183600,16416424,10117400,7095200,145588000,7129800,972800,461800,10449100,15593200,3524400,6175600.0,79003200,9231300,8194086,12043000,2891700.0,20806866,18380400,93586320.0,5788417,5256987,60035000,63334100,15010000,1402300,3541200,9426200,5077700,,5413574,13375100,53310300,6419700.0,16333200,610768000,36001800,10093500,61881605,,12777800,646100,35565200,2736600,56902607,,10828400,7892500,19874400.0,53149200,
2009-08-06,341616800,20409546,6419900,8894800,93860000,10207000,1230100,547300,9713900,12246500,4750200,5321200.0,83322000,8660700,6633945,9145200,2715100.0,25085273,20570600,84351564.0,5657827,6279243,66862100,54175600,13811600,1431700,3751100,10248700,4130200,,5139571,11499494,59686000,7716100.0,14561200,957588000,28036000,7550400,40157716,,11257800,837900,27137400,2243300,34113654,,13642200,11043400,20892800.0,48633000,
2009-08-07,387354800,14732805,5213800,8677100,112560000,6689100,1584500,315400,9277000,15352200,4221300,9013200.0,46921300,9086500,5182416,14579100,1757400.0,19982734,15886200,101622276.0,6281929,6028307,59429500,65696000,13305400,1556900,2317900,8137200,4006300,,5328419,13656278,46169700,9181200.0,11448000,1401872000,25561400,6869400,41950359,,11958300,591600,29019400,3289800,26123182,,12709800,8506500,15380400.0,40184700,
2009-08-10,300294400,17182159,4476300,6725500,88812000,5620600,4363400,210300,10513100,11555300,3165000,5284400.0,46634300,7914600,5349649,8199100,1598900.0,17885075,12255800,69610320.0,3517524,4164440,46899600,43700600,13499200,1006900,1794700,11008600,5253300,,7084865,19050963,35261900,7541800.0,9543600,693312000,19521600,8127700,29649547,,9914700,450400,32703200,1901500,20759923,,12116000,7705000,10038800.0,39144300,
2009-08-11,355342400,13569404,6549100,15446300,100500000,5121500,1773300,467500,12939300,13091100,2613100,3484800.0,53601800,9080700,6794036,8745200,1760400.0,21434438,12465200,68431500.0,3797478,5067347,32772600,50698800,12509000,1045900,2463100,8713800,4889900,,5743312,11423829,33615800,5896100.0,7614400,481884000,25855600,6785300,29492923,,14612400,583400,27727200,2251500,21772518,,11653800,11762400,14537600.0,48754800,
2009-08-12,445071200,25867653,6236700,9858700,112388000,4682100,1825800,432700,8836200,11464600,2881100,17748000.0,49469600,8962200,4754516,9024000,2156400.0,19270257,15619200,93562344.0,5700623,6579026,52940100,43077100,24894800,1236600,2688900,7223000,5397600,,5748933,12899518,61972300,6157200.0,12197200,634940000,34000100,6911300,37351652,,15555500,724400,24887200,2168000,27852723,,12617900,6901500,14430400.0,54929400,
2009-08-13,439980800,17061901,6055200,20751000,114248000,3484300,997700,326200,9989600,9605800,3694600,9337200.0,38927800,8299700,7101422,10621800,6688500.0,17482211,12510800,79728192.0,4228161,5741703,44091800,40385300,26560600,1371200,1906200,9925900,5095000,,5201045,14137939,38954500,5263300.0,8377600,564028000,25740300,7187200,39462392,,11200300,523600,29906400,4027100,28128645,,11041100,7858600,14968400.0,96432000,
2009-08-14,305816000,14471863,8012600,12948000,98494000,10505300,819600,310500,6857700,9107200,3318300,4784400.0,35178700,8835100,6891043,8901400,2879700.0,13703549,15439600,66936996.0,4830236,5017034,43590800,38413900,14806400,2881200,2002700,7705200,5819500,,4302610,16942178,46330200,7927500.0,9124800,427148000,24254700,6395100,35591367,,11838100,648300,23276200,3149500,24873723,,11587100,6718400,12207600.0,51714000,
2009-08-17,524381200,19072947,5500600,8360600,137772000,5211100,786600,686800,11379700,11384300,4494500,6581600.0,32440200,13435800,5176465,9396100,3901300.0,16960284,13408000,104703192.0,5393292,5595682,48360500,39162800,16211600,1710100,2363800,10440700,4824100,,5283091,19584290,42474400,6272000.0,10980800,465032000,19838400,5760100,47486284,,13715200,941300,22592600,2553600,28206099,,9532600,14909500,19771200.0,53142600,
2009-08-18,431152400,14943935,4925700,6326500,117688000,5444200,870900,384000,9571200,8892000,3410200,10066800.0,33338700,7872300,5464212,9701200,2281500.0,12548208,12250200,93949956.0,4364939,4483365,42482600,29053600,15516200,1241900,2262700,10305500,4392300,,4087569,12926032,38878900,4278400.0,13312400,636200000,16120100,9730700,38688862,,14128300,457600,17882200,2345700,22484565,,8767000,8269600,17076800.0,36855300,
2009-08-19,413271600,19022093,5001200,6347000,103412000,6578900,672600,279900,12452600,9045000,3459200,8926400.0,39235200,11183300,7838494,11145500,4194200.0,12594823,13706600,90109800.0,4043238,5060443,48165500,29394100,17039600,1318900,2215300,7963800,6557900,,4673370,21322294,41821300,9780400.0,11306000,552996000,22257400,5845000,48926785,,11224100,451800,17782200,3131000,26321252,,8315200,7561900,15451600.0,42990300,
2009-08-20,342031200,10642559,4676000,4589800,107500000,5192100,1033900,612100,7342300,6887900,2335800,16437200.0,55774700,7957000,4356075,10030200,3024600.0,13329501,19089400,159796044.0,3718285,5064418,44858000,29634300,11873200,1294700,3000400,5522000,4197900,,3041189,16164562,39505900,6836900.0,11903600,819840000,21178600,6064000,45451853,,18917400,356300,18153800,2428000,18113644,,9749300,8741100,12149200.0,27902700,
2009-08-21,416074400,17650688,5108600,6605300,122614000,5529800,950100,383000,13200300,12327500,3974800,38198800.0,56585800,15265900,6621150,13723300,2848200.0,18908604,15992000,142277580.0,6073616,8688913,55163300,42863600,17650000,1951200,3465600,7671200,9837100,,5172341,21721372,69011400,8526000.0,22557200,607324000,29644200,8890100,68303627,,20702400,1037700,18869800,2331000,40819185,,10667300,8182700,27450800.0,63281400,
2009-08-24,406929600,19214256,4737200,5300400,94464000,6157100,1001500,446500,6780400,9772600,2839600,17554000.0,52702800,9749000,7621568,9356400,2546300.0,17861058,11931200,98037864.0,8286084,6656116,38709600,40385200,21742400,1717100,4085200,6638900,6392400,,2995382,14227229,54180900,7900900.0,15237600,461456000,22218700,5690000,32854761,,11622100,644100,21985600,3729700,23821673,,10795500,11908000,19978400.0,34857300,
2009-08-25,324354800,14439767,3857300,6150900,95820000,8247900,792000,536600,13958400,9574900,6258400,12275600.0,28402400,11391400,7156769,11427900,2419100.0,16091874,11591600,93546360.0,5292701,4866201,62060100,34835700,21427800,1176500,5364200,7442300,10368700,,4116632,20081566,43980300,7168700.0,18324800,444088000,30600400,5822700,42875877,,21489900,486800,19864800,3300700,33729694,,9912400,10207500,17574400.0,49747200,
2009-08-26,303998800,13752814,4054800,6176800,72276000,3956000,630600,431300,12508200,7900100,5574900,5698800.0,33585100,7233600,4892587,10588200,2274500.0,13905555,10018800,79432488.0,4759854,4723213,61587600,31908400,13591400,1058300,4200800,8253300,7800700,,5625386,10438080,41079000,5680500.0,13399200,434308000,18779300,7396800,38499985,,14478300,350400,16781800,4942300,35341664,,9872000,10143100,18964400.0,42874800,
2009-08-27,449181600,16263235,5171400,6098900,79954000,17771800,951200,419900,8045500,8307200,5890400,7769200.0,30283800,8321900,5015482,9044600,2169100.0,13316189,11176800,79876044.0,7363986,4557317,51412600,28975700,13884800,1177000,3974700,8462900,6985200,,4875374,10302154,45495600,9686600.0,19081600,551072000,20012300,5854300,31815517,,10719700,1003000,16184400,4201800,26879716,,8186500,7784000,20604000.0,51652200,
2009-08-28,453700800,13094831,7114900,5162000,92414000,11455800,830300,434900,15757200,7568400,4994000,7386000.0,35945600,7307000,7999478,9270100,1382100.0,15416873,11889200,70793136.0,3974744,6522542,105102800,27263600,13716200,1297300,3394200,8683600,5866700,,4178106,12640452,55808000,7205100.0,8578000,883992000,23965200,6603800,35322597,,11981100,1236800,13296400,4321300,29211147,,12029000,9074200,14021600.0,44379900,
2009-08-31,311337600,20529596,7132200,6981100,105276000,9297900,483300,290600,13331100,10475100,3788800,6858000.0,31405700,8048200,8443744,29465600,1374800.0,13999140,12868600,78237684.0,4713178,5689612,53486200,32251100,21321600,1459600,2359500,7888500,5621500,,4005643,13569294,49592800,5678400.0,7354400,431796000,26421900,5522400,37466011,,15871600,792600,21183400,2965700,32792170,,9799100,7603900,21521200.0,51727800,
